ActivityNumber,HobbyName,ActivityName,SeasonName,Status,CategoryName,Community Center,NumberEnrolled,BeginningDate,EndingDate,StartingTime,EndingTime,Minimum Age,Maximum Age,WeekDays,NumberOfHours,NumberOfDates, Fee 
233.2.1015,Diecast Collectibles,Fall Camp @ Willow Glen,Fall 2015,Closed,Camps,Willow Glen Community Center,58,28/09/2015,02/10/2015,08:00 a. m.,03:00 p. m.,5,11,M Tu W Th F,35,5, $149.00 
233.2.1016,Digital arts,Fall Camp Extended Care @ Willow Glen,Fall 2015,Closed,Camps,Willow Glen Community Center,32,28/09/2015,02/10/2015,03:00 p. m.,06:00 p. m.,5,11,M Tu W Th F,15,5, $36.00 
233.2.1081,Digital Photography,Leadership Camp Ages 11-13,Fall 2015,Closed,Camps,Willow Glen Community Center,7,28/09/2015,02/10/2015,08:00 a. m.,03:00 p. m.,11,13,M Tu W Th F,35,5, $143.00 
252.2.0245,Disc golf,Baby Ballet (parent/child),Fall 2015,Closed,Dance,Almaden Community Center,4,19/09/2015,31/10/2015,09:15 a. m.,10:00 a. m.,2,3,Sa,5.25,7, $86.00 
252.2.0253,Do it yourself,Baby Ballet (parent/child),Fall 2015,Closed,Dance,Almaden Community Center,7,07/11/2015,12/12/2015,09:15 a. m.,10:00 a. m.,2,3,Sa,3.75,5, $59.00 
252.2.0203,Dodgeball,Ballet & Tap,Fall 2015,Closed,Dance,Almaden Community Center,9,03/11/2015,08/12/2015,04:40 p. m.,05:25 p. m.,4,7,Tu,4.5,6, $84.00 
252.2.0206,Dog sport,Ballet & Tap,Fall 2015,Closed,Dance,Almaden Community Center,4,18/09/2015,23/10/2015,11:15 a. m.,12:00 p. m.,3,5,F,4.5,6, $84.00 
252.2.0208,Dolls,Ballet & Tap,Fall 2015,Closed,Dance,Almaden Community Center,3,06/11/2015,11/12/2015,11:15 a. m.,12:00 p. m.,3,5,F,3.75,5, $67.00 
252.2.0283,Dominoes,Ballet & Tap,Fall 2015,Closed,Dance,Almaden Community Center,12,15/09/2015,27/10/2015,04:40 p. m.,05:25 p. m.,4,7,Tu,4.5,6, $84.00 
252.2.0224,Dowsing,Cheerleading,Fall 2015,Closed,Dance,Almaden Community Center,9,17/09/2015,05/11/2015,05:30 p. m.,06:25 p. m.,5,12,Th,7.333,8, $97.00 
252.2.0232,Drama,Cheerleading,Fall 2015,Cancelled,Dance,Almaden Community Center,0,12/11/2015,17/12/2015,06:30 p. m.,07:25 p. m.,5,12,Th,0,0, $59.00 
252.2.0200,Drawing,Dance Sensations,Fall 2015,Cancelled,Dance,Almaden Community Center,0,17/09/2015,05/11/2015,05:30 p. m.,06:25 p. m.,7,12,Th,0,0, $97.00 
252.2.0215,Driving,Dance Sensations,Fall 2015,Cancelled,Dance,Almaden Community Center,0,12/11/2015,17/12/2015,05:30 p. m.,06:25 p. m.,7,12,Th,0,0, $59.00 
252.2.0201,Dumpster Diving,Dancing Together! (parent participation),Fall 2015,Closed,Dance,Almaden Community Center,6,18/09/2015,23/10/2015,09:10 a. m.,09:40 a. m.,1,3,F,3,6, $77.00 
252.2.0205,Eating out,Dancing Together! (parent participation),Fall 2015,Closed,Dance,Almaden Community Center,4,06/11/2015,11/12/2015,09:10 a. m.,09:40 a. m.,1,3,F,2.5,5, $61.00 
252.2.0211,Educational Courses,Dancing Together! (parent participation),Fall 2015,Cancelled,Dance,Almaden Community Center,0,15/09/2015,20/10/2015,11:50 a. m.,12:20 p. m.,1,3,Tu,0,0, $77.00 
252.2.0219,Electronics,Dancing Together! (parent participation),Fall 2015,Cancelled,Dance,Almaden Community Center,0,03/11/2015,08/12/2015,11:50 a. m.,12:20 p. m.,1,3,Tu,0,0, $77.00 
252.2.0226,Element collecting,Little Dance Divas,Fall 2015,Closed,Dance,Almaden Community Center,7,12/11/2015,17/12/2015,01:00 p. m.,01:55 p. m.,3,6,Th,4.583,5, $59.00 
252.2.0227,Embroidery,Little Dance Divas,Fall 2015,Closed,Dance,Almaden Community Center,10,17/09/2015,05/11/2015,01:00 p. m.,01:55 p. m.,3,6,Th,7.333,8, $97.00 
252.2.0222,Entertaining,Little Dancer Combo,Fall 2015,Cancelled,Dance,Almaden Community Center,0,15/09/2015,20/10/2015,12:25 p. m.,01:10 p. m.,3,6,Tu,0,0, $84.00 
252.2.0223,Equestrianism,Little Dancer Combo,Fall 2015,Closed,Dance,Almaden Community Center,6,03/11/2015,08/12/2015,12:25 p. m.,01:10 p. m.,3,6,Tu,4.5,6, $84.00 
252.2.0230,aerobics,Parent/Toddler Dance & Gym,Fall 2015,Closed,Dance,Almaden Community Center,8,17/09/2015,05/11/2015,11:00 a. m.,11:55 a. m.,1,3,Th,7.333,8, $97.00 
252.2.0231,Exercise,Parent/Toddler Dance & Gym,Fall 2015,Cancelled,Dance,Almaden Community Center,0,12/11/2015,17/12/2015,11:00 a. m.,11:55 a. m.,1,3,Th,0,0, $59.00 
252.2.0207,Exhibition drill,Princess Pre-Ballet,Fall 2015,Cancelled,Dance,Almaden Community Center,0,15/09/2015,20/10/2015,05:30 p. m.,06:15 p. m.,3,5,Tu,0,0, $84.00 
252.2.0212,Falconry,Princess Pre-Ballet,Fall 2015,Closed,Dance,Almaden Community Center,10,06/11/2015,11/12/2015,09:45 a. m.,10:30 a. m.,3,5,F,3.75,5, $67.00 
252.2.0213,Fast cars,Princess Pre-Ballet,Fall 2015,Closed,Dance,Almaden Community Center,7,18/09/2015,23/10/2015,09:45 a. m.,10:30 a. m.,3,5,F,4.5,6, $84.00 
252.2.0214,Felting,Princess Pre-Ballet,Fall 2015,Cancelled,Dance,Almaden Community Center,0,03/11/2015,08/12/2015,05:30 p. m.,06:15 p. m.,3,5,Tu,0,0, $84.00 
252.2.0229,Fencing,Princess Pre-Ballet,Fall 2015,Cancelled,Dance,Almaden Community Center,0,15/09/2015,20/10/2015,01:15 p. m.,02:00 p. m.,3,5,Tu,0,0, $84.00 
252.2.0288,Field hockey,Princess Pre-Ballet,Fall 2015,Cancelled,Dance,Almaden Community Center,0,03/11/2015,08/12/2015,01:15 p. m.,02:00 p. m.,3,5,Tu,0,0, $84.00 
252.2.0242,Figure skating,Tap/Ballet,Fall 2015,Cancelled,Dance,Almaden Community Center,0,19/09/2015,31/10/2015,10:55 a. m.,11:55 a. m.,5,10,Sa,0,0, $86.00 
252.2.0243,Fire Poi,Tap/Ballet,Fall 2015,Closed,Dance,Almaden Community Center,6,19/09/2015,31/10/2015,10:05 a. m.,10:50 a. m.,3,5,Sa,5.25,7, $86.00 
252.2.0254,Fishing,Tap/Ballet,Fall 2015,Cancelled,Dance,Almaden Community Center,0,07/11/2015,12/12/2015,10:05 a. m.,10:50 a. m.,3,5,Sa,0,0, $59.00 
252.2.0255,Fishkeeping,Tap/Ballet,Fall 2015,Cancelled,Dance,Almaden Community Center,0,07/11/2015,12/12/2015,10:55 a. m.,11:55 a. m.,5,10,Sa,0,0, $59.00 
252.2.0209,Flag Football,Tiny Tots Ballet,Fall 2015,Closed,Dance,Almaden Community Center,12,06/11/2015,11/12/2015,10:40 a. m.,11:10 a. m.,2,3,F,2.5,5, $61.00 
252.2.0210,Floorball,Tiny Tots Ballet,Fall 2015,Closed,Dance,Almaden Community Center,12,18/09/2015,23/10/2015,10:40 a. m.,11:10 a. m.,2,3,F,3,6, $77.00 
212.2.0201,Floral Arrangements,Baby Ballet  (Parent/Child),Fall 2015,Closed,Dance,Berryessa Community Center,12,14/09/2015,02/11/2015,09:00 a. m.,09:45 a. m.,2,3,M,5.25,7, $86.00 
212.2.0203,Flower arranging,Baby Ballet (Child Only),Fall 2015,Cancelled,Dance,Berryessa Community Center,0,14/09/2015,02/11/2015,09:50 a. m.,10:35 a. m.,2,3,M,0,0, $86.00 
212.2.0204,Flower collecting and pressing,Baby Ballet (Child Only),Fall 2015,Closed,Dance,Berryessa Community Center,9,16/11/2015,07/12/2015,09:50 a. m.,10:35 a. m.,2,3,M,3,4, $48.00 
212.2.0202,Fly Tying,Baby Ballet (Parent/Child),Fall 2015,Closed,Dance,Berryessa Community Center,5,16/11/2015,07/12/2015,09:00 a. m.,09:45 a. m.,2,3,M,3,4, $48.00 
212.2.0211,Flying,Ballet & Tap,Fall 2015,Closed,Dance,Berryessa Community Center,14,18/09/2015,23/10/2015,04:55 p. m.,05:40 p. m.,4,7,F,4.5,6, $84.00 
212.2.0217,Footbag,Ballet & Tap,Fall 2015,Closed,Dance,Berryessa Community Center,9,19/09/2015,24/10/2015,11:15 a. m.,12:00 p. m.,3,5,Sa,3.75,5, $67.00 
212.2.0219,Football,Ballet & Tap,Fall 2015,Closed,Dance,Berryessa Community Center,11,06/11/2015,11/12/2015,04:55 p. m.,05:40 p. m.,4,7,F,3,4, $55.00 
212.2.0225,Foraging,Ballet & Tap,Fall 2015,Closed,Dance,Berryessa Community Center,14,07/11/2015,12/12/2015,11:15 a. m.,12:00 p. m.,3,5,Sa,3,4, $55.00 
212.2.0210,Foreign language learning,Princess Pre-Ballet,Fall 2015,Cancelled,Dance,Berryessa Community Center,0,18/09/2015,23/10/2015,04:05 p. m.,04:50 p. m.,3,5,F,0,0, $84.00 
212.2.0213,Fossil hunting,Princess Pre-Ballet,Fall 2015,Closed,Dance,Berryessa Community Center,9,19/09/2015,24/10/2015,09:15 a. m.,10:00 a. m.,3,5,Sa,3.75,5, $67.00 
212.2.0214,Four Wheeling,Princess Pre-Ballet,Fall 2015,Closed,Dance,Berryessa Community Center,9,19/09/2015,24/10/2015,12:00 p. m.,12:45 p. m.,4,7,Sa,3.75,5, $67.00 
212.2.0218,Freshwater Aquariums,Princess Pre-Ballet,Fall 2015,Cancelled,Dance,Berryessa Community Center,1,06/11/2015,06/11/2015,04:05 p. m.,04:50 p. m.,3,5,F,0.75,1, $55.00 
212.2.0221,Frisbee Golf,Princess Pre-Ballet,Fall 2015,Closed,Dance,Berryessa Community Center,14,07/11/2015,12/12/2015,09:15 a. m.,10:00 a. m.,3,5,Sa,3,4, $55.00 
212.2.0222,Gambling,Princess Pre-Ballet,Fall 2015,Cancelled,Dance,Berryessa Community Center,0,07/11/2015,12/12/2015,12:00 p. m.,12:45 p. m.,4,7,Sa,0,0, $55.00 
212.2.0205,Games,Tap/Ballet,Fall 2015,Cancelled,Dance,Berryessa Community Center,0,16/09/2015,04/11/2015,05:00 p. m.,05:45 p. m.,3,5,W,0,0, $97.00 
212.2.0206,Gaming,Tap/Ballet,Fall 2015,Cancelled,Dance,Berryessa Community Center,0,18/11/2015,09/12/2015,05:00 p. m.,05:45 p. m.,3,5,W,0,0, $48.00 
212.2.0212,Garage Saleing,Tiny Tots Ballet,Fall 2015,Cancelled,Dance,Berryessa Community Center,0,18/09/2015,23/10/2015,05:45 p. m.,06:15 p. m.,2,3,F,0,0, $77.00 
212.2.0216,Gardening,Tiny Tots Ballet,Fall 2015,Closed,Dance,Berryessa Community Center,9,19/09/2015,24/10/2015,10:40 a. m.,11:10 a. m.,2,3,Sa,2.5,5, $61.00 
212.2.0220,Genealogy,Tiny Tots Ballet,Fall 2015,Cancelled,Dance,Berryessa Community Center,0,06/11/2015,11/12/2015,05:45 p. m.,06:15 p. m.,2,3,F,0,0, $50.00 
212.2.0224,Geocaching,Tiny Tots Ballet,Fall 2015,Closed,Dance,Berryessa Community Center,11,07/11/2015,12/12/2015,10:40 a. m.,11:10 a. m.,2,3,Sa,2,4, $50.00 
212.2.0215,Ghost hunting,Tiny Tots Boogie,Fall 2015,Cancelled,Dance,Berryessa Community Center,0,19/09/2015,24/10/2015,10:05 a. m.,10:35 a. m.,2,3,Sa,0,0, $61.00 
212.2.0223,Glassblowing,Tiny Tots Boogie,Fall 2015,Cancelled,Dance,Berryessa Community Center,0,07/11/2015,12/12/2015,10:05 a. m.,10:35 a. m.,2,3,Sa,0,0, $50.00 
382.2.0203,Glowsticking,Ballet & Tap - I,Fall 2015,Closed,Dance,Camden Community Center,5,17/09/2015,22/10/2015,10:20 a. m.,11:05 a. m.,3,5,Th,4.5,6, $84.00 
382.2.0206,Gnoming,Ballet & Tap - I,Fall 2015,Closed,Dance,Camden Community Center,8,19/09/2015,24/10/2015,10:00 a. m.,10:45 a. m.,4,7,Sa,4.5,6, $84.00 
382.2.0212,Going to movies,Ballet & Tap - I,Fall 2015,Closed,Dance,Camden Community Center,6,05/11/2015,10/12/2015,10:20 a. m.,11:05 a. m.,3,5,Th,3.75,5, $67.00 
382.2.0215,Golf,Ballet & Tap - I,Fall 2015,Closed,Dance,Camden Community Center,5,07/11/2015,12/12/2015,10:00 a. m.,10:45 a. m.,4,7,Sa,3.75,5, $67.00 
382.2.0224,Golfing,Ballet & Tap - II,Fall 2015,Closed,Dance,Camden Community Center,6,19/09/2015,24/10/2015,09:10 a. m.,09:55 a. m.,4,7,Sa,4.5,6, $84.00 
382.2.0225,Gongoozling,Ballet & Tap - II,Fall 2015,Closed,Dance,Camden Community Center,9,07/11/2015,12/12/2015,09:10 a. m.,09:55 a. m.,4,7,Sa,3.75,5, $67.00 
382.2.0210,Graffiti,Hip Hop,Fall 2015,Closed,Dance,Camden Community Center,10,16/09/2015,04/11/2015,06:05 p. m.,07:05 p. m.,6,12,W,8,8, $97.00 
382.2.0221,Grip Strength,Hip Hop,Fall 2015,Closed,Dance,Camden Community Center,9,18/11/2015,09/12/2015,06:05 p. m.,07:05 p. m.,6,12,W,4,4, $48.00 
382.2.0218,Guitar,Hip Hop for Kids,Fall 2015,Cancelled,Dance,Camden Community Center,0,19/09/2015,24/10/2015,12:15 p. m.,01:00 p. m.,5,8,Sa,0,0, $84.00 
382.2.0223,Gun Collecting,Hip Hop for Kids,Fall 2015,Cancelled,Dance,Camden Community Center,0,07/11/2015,12/12/2015,12:15 p. m.,01:00 p. m.,5,8,Sa,0,0, $67.00 
382.2.0209,Gunsmithing,Hippity-Hop,Fall 2015,Closed,Dance,Camden Community Center,12,16/09/2015,04/11/2015,05:15 p. m.,06:00 p. m.,3,5,W,6,8, $97.00 
382.2.0220,Gymnastics,Hippity-Hop,Fall 2015,Closed,Dance,Camden Community Center,4,18/11/2015,09/12/2015,05:15 p. m.,06:00 p. m.,3,5,W,3,4, $48.00 
382.2.0201,Gyotaku,Little Dance Divas,Fall 2015,Cancelled,Dance,Camden Community Center,0,14/09/2015,09/11/2015,11:30 a. m.,12:25 p. m.,3,6,M,0,0, $97.00 
382.2.0211,Handball,Little Dance Divas,Fall 2015,Closed,Dance,Camden Community Center,4,16/11/2015,14/12/2015,11:30 a. m.,12:25 p. m.,3,6,M,4.583,5, $59.00 
382.2.0208,Handwriting Analysis,Princess Pre-Ballet,Fall 2015,Closed,Dance,Camden Community Center,14,19/09/2015,24/10/2015,11:25 a. m.,12:10 p. m.,3,5,Sa,4.5,6, $84.00 
382.2.0217,Hang gliding,Princess Pre-Ballet,Fall 2015,Closed,Dance,Camden Community Center,7,07/11/2015,12/12/2015,11:25 a. m.,12:10 p. m.,3,5,Sa,3.75,5, $67.00 
382.2.0230,Herping,Square Dancing,Fall 2015,Closed,Dance,Camden Community Center,0,08/09/2015,22/12/2015,06:30 p. m.,08:30 p. m.,18,0,Tu,32,16, $-   
382.2.0205,Hiking,Tiny Tots Ballet,Fall 2015,Closed,Dance,Camden Community Center,5,17/09/2015,22/10/2015,11:45 a. m.,12:15 p. m.,2,3,Th,3,6, $77.00 
382.2.0207,Home Brewing,Tiny Tots Ballet,Fall 2015,Cancelled,Dance,Camden Community Center,0,19/09/2015,24/10/2015,10:50 a. m.,11:20 a. m.,2,3,Sa,0,0, $77.00 
382.2.0214,Home Repair,Tiny Tots Ballet,Fall 2015,Closed,Dance,Camden Community Center,7,05/11/2015,10/12/2015,11:45 a. m.,12:15 p. m.,2,3,Th,2.5,5, $61.00 
382.2.0216,Home Theater,Tiny Tots Ballet,Fall 2015,Closed,Dance,Camden Community Center,3,07/11/2015,12/12/2015,10:50 a. m.,11:20 a. m.,2,3,Sa,2.5,5, $61.00 
382.2.0204,Homebrewing,Tiny Tots Boogie!,Fall 2015,Closed,Dance,Camden Community Center,3,17/09/2015,22/10/2015,11:10 a. m.,11:40 a. m.,2,3,Th,3,6, $77.00 
382.2.0213,Hooping,Tiny Tots Boogie!,Fall 2015,Closed,Dance,Camden Community Center,5,05/11/2015,10/12/2015,11:10 a. m.,11:40 a. m.,2,3,Th,2.5,5, $61.00 
420.2.0200,Horse riding,Hip Hop,Fall 2015,Closed,Dance,Emma Prusch Farm Park,6,19/09/2015,24/10/2015,11:10 a. m.,12:10 p. m.,5,10,Sa,6,6, $75.00 
420.2.0201,Hot air ballooning,Hip Hop,Fall 2015,Closed,Dance,Emma Prusch Farm Park,6,07/11/2015,05/12/2015,11:10 a. m.,12:10 p. m.,5,10,Sa,4,4, $50.00 
420.2.0202,Hula Hooping,Tap/Ballet,Fall 2015,Closed,Dance,Emma Prusch Farm Park,8,19/09/2015,24/10/2015,09:15 a. m.,10:00 a. m.,3,5,Sa,4.5,6, $75.00 
420.2.0203,Hunting,Tap/Ballet,Fall 2015,Closed,Dance,Emma Prusch Farm Park,6,19/09/2015,24/10/2015,10:05 a. m.,11:05 a. m.,5,10,Sa,6,6, $75.00 
420.2.0204,Ice hockey,Tap/Ballet,Fall 2015,Closed,Dance,Emma Prusch Farm Park,6,07/11/2015,05/12/2015,09:15 a. m.,10:00 a. m.,3,5,Sa,3,4, $50.00 
420.2.0205,Ice skating,Tap/Ballet,Fall 2015,Closed,Dance,Emma Prusch Farm Park,7,07/11/2015,05/12/2015,10:05 a. m.,11:05 a. m.,5,10,Sa,4,4, $50.00 
214.2.0236,Iceskating,Ballet & Tap - I,Fall 2015,Closed,Dance,Evergreen Community Center,9,15/09/2015,20/10/2015,06:05 p. m.,06:50 p. m.,4,6,Tu,4.5,6, $84.00 
214.2.0237,Illusion,Ballet & Tap - I,Fall 2015,Closed,Dance,Evergreen Community Center,9,03/11/2015,08/12/2015,06:05 p. m.,06:50 p. m.,4,6,Tu,4.5,6, $84.00 
214.2.0225,Impersonations,Hip Hop Begins,Fall 2015,Closed,Dance,Evergreen Community Center,14,18/09/2015,13/11/2015,04:00 p. m.,05:00 p. m.,4,7,F,8,8, $83.00 
214.2.0226,Inline skating,Hip Hop Dance Crew,Fall 2015,Closed,Dance,Evergreen Community Center,12,18/09/2015,13/11/2015,05:30 p. m.,06:30 p. m.,7,14,F,8,8, $88.00 
214.2.0232,Insect collecting,Hip Hop for Kids,Fall 2015,Closed,Dance,Evergreen Community Center,5,17/09/2015,22/10/2015,04:35 p. m.,05:20 p. m.,5,8,Th,4.5,6, $84.00 
214.2.0233,Internet,Hip Hop for Kids,Fall 2015,Closed,Dance,Evergreen Community Center,5,05/11/2015,10/12/2015,04:35 p. m.,05:20 p. m.,5,8,Th,3.75,5, $67.00 
214.2.0283,Inventing,Hippity-Hop,Fall 2015,Closed,Dance,Evergreen Community Center,3,19/09/2015,12/12/2015,11:25 a. m.,12:10 p. m.,3,6,Sa,9,12, $141.00 
214.2.0280,Jet Engines,Pre-Ballet,Fall 2015,Closed,Dance,Evergreen Community Center,5,19/09/2015,12/12/2015,09:00 a. m.,09:45 a. m.,3,5,Sa,9,12, $141.00 
214.2.0282,Jewelry Making,Pre-Ballet,Fall 2015,Closed,Dance,Evergreen Community Center,12,19/09/2015,12/12/2015,10:35 a. m.,11:20 a. m.,3,5,Sa,9,12, $141.00 
214.2.0234,Jigsaw Puzzles,Princess Pre-Ballet,Fall 2015,Closed,Dance,Evergreen Community Center,10,15/09/2015,20/10/2015,05:15 p. m.,06:00 p. m.,3,5,Tu,4.5,6, $84.00 
214.2.0235,Jogging,Princess Pre-Ballet,Fall 2015,Closed,Dance,Evergreen Community Center,6,03/11/2015,08/12/2015,05:15 p. m.,06:00 p. m.,3,5,Tu,4.5,6, $84.00 
214.2.0284,Judo,Tap/Ballet,Fall 2015,Closed,Dance,Evergreen Community Center,9,19/09/2015,12/12/2015,12:15 p. m.,01:00 p. m.,4,6,Sa,9,12, $141.00 
214.2.0230,Juggling,Tiny Tots Boogie!,Fall 2015,Closed,Dance,Evergreen Community Center,8,17/09/2015,22/10/2015,04:00 p. m.,04:30 p. m.,2,3,Th,3,6, $77.00 
214.2.0231,Jukskei,Tiny Tots Boogie!,Fall 2015,Closed,Dance,Evergreen Community Center,5,05/11/2015,10/12/2015,04:00 p. m.,04:30 p. m.,2,3,Th,2.5,5, $61.00 
214.2.0281,Jump Roping,Tumble Bugs,Fall 2015,Closed,Dance,Evergreen Community Center,12,19/09/2015,12/12/2015,09:45 a. m.,10:30 a. m.,2,4,Sa,9,12, $141.00 
210.2.0220,Kabaddi,Little Dance Divas,Fall 2015,Cancelled,Dance,Mayfair Community Center,0,16/09/2015,04/11/2015,04:00 p. m.,04:55 p. m.,3,8,W,0,0, $97.00 
234.2.0201,Kart racing,Pre Ballet,Fall 2015,Closed,Dance,Roosevelt Community Center,4,12/09/2015,24/10/2015,09:30 a. m.,10:15 a. m.,3,5,Sa,4.5,6, $75.00 
234.2.0202,Kayaking,Pre Ballet,Fall 2015,Cancelled,Dance,Roosevelt Community Center,0,31/10/2015,12/12/2015,09:30 a. m.,10:15 a. m.,3,5,Sa,0,0, $75.00 
234.2.0203,Keep A Journal,Tap & Ballet,Fall 2015,Cancelled,Dance,Roosevelt Community Center,0,12/09/2015,12/09/2015,10:30 a. m.,11:15 a. m.,3,5,Sa,0.75,1, $75.00 
234.2.0204,Kitchen Chemistry,Tap & Ballet,Fall 2015,Cancelled,Dance,Roosevelt Community Center,0,31/10/2015,12/12/2015,10:30 a. m.,11:15 a. m.,3,5,Sa,0,0, $75.00 
231.2.0205,Kite Boarding,Dance Sensation,Fall 2015,Cancelled,Dance,Seven Trees Community Center,0,15/09/2015,03/11/2015,05:00 p. m.,05:55 p. m.,5,10,Tu,0,0, $97.00 
231.2.0206,Kite flying,Dance Sensation,Fall 2015,Cancelled,Dance,Seven Trees Community Center,0,17/11/2015,15/12/2015,05:00 p. m.,05:55 p. m.,5,10,Tu,0,0, $59.00 
231.2.0203,Kites,Hip Hop,Fall 2015,Closed,Dance,Seven Trees Community Center,14,19/09/2015,07/11/2015,11:00 a. m.,12:00 p. m.,5,10,Sa,8,8, $97.00 
231.2.0201,Kitesurfing,Tap/Ballet,Fall 2015,Closed,Dance,Seven Trees Community Center,4,19/09/2015,07/11/2015,09:05 a. m.,10:05 a. m.,6,10,Sa,8,8, $97.00 
231.2.0202,Knapping,Tap/Ballet,Fall 2015,Closed,Dance,Seven Trees Community Center,12,19/09/2015,07/11/2015,10:10 a. m.,10:55 a. m.,3,5,Sa,6,8, $97.00 
216.2.0201,Knife making,Ballet/Jazz Combo,Fall 2015,Closed,Dance,Southside Community Center,9,19/09/2015,07/11/2015,10:00 a. m.,11:00 a. m.,6,9,Sa,7,7, $85.00 
216.2.0200,Knife throwing,Ballet/Tap Combo,Fall 2015,Closed,Dance,Southside Community Center,10,19/09/2015,07/11/2015,09:00 a. m.,09:45 a. m.,3,5,Sa,5.25,7, $75.00 
216.2.0202,Knitting,Jazz/ Hip Hop,Fall 2015,Closed,Dance,Southside Community Center,0,19/09/2015,07/11/2015,11:15 a. m.,12:15 p. m.,8,14,Sa,7,7, $85.00 
216.2.0203,Knotting,Little Dance Divas,Fall 2015,Closed,Dance,Southside Community Center,10,14/09/2015,09/11/2015,06:00 p. m.,06:55 p. m.,3,6,M,7.333,8, $97.00 
216.2.0204,Lacemaking,Little Dance Divas,Fall 2015,Closed,Dance,Southside Community Center,8,16/11/2015,14/12/2015,06:00 p. m.,06:55 p. m.,3,6,M,4.583,5, $59.00 
233.2.0207,Lacrosse,Baby Ballet (Child Only),Fall 2015,Closed,Dance,Willow Glen Community Center,11,24/09/2015,12/11/2015,05:00 p. m.,05:45 p. m.,2,3,Th,6,8, $97.00 
233.2.0208,Lapidary,Baby Ballet (Parent/Child),Fall 2015,Cancelled,Dance,Willow Glen Community Center,0,19/09/2015,12/12/2015,09:00 a. m.,09:45 a. m.,2,3,Sa,0,0, $141.00 
233.2.0222,LARPing,Ballet & Tap,Fall 2015,Cancelled,Dance,Willow Glen Community Center,3,16/09/2015,21/10/2015,04:15 p. m.,05:00 p. m.,4,7,W,0,0, $84.00 
233.2.0223,Laser tag,Ballet & Tap,Fall 2015,Cancelled,Dance,Willow Glen Community Center,1,04/11/2015,04/11/2015,04:15 p. m.,05:00 p. m.,4,7,W,0.75,1, $67.00 
233.2.0213,Lasers,Dancing Together (Parent/Child),Fall 2015,Closed,Dance,Willow Glen Community Center,0,19/09/2015,24/10/2015,09:50 a. m.,10:20 a. m.,1,3,Sa,3,6, $77.00 
233.2.0214,Lawn Darts,Dancing Together (Parent/Child),Fall 2015,Cancelled,Dance,Willow Glen Community Center,0,07/11/2015,12/12/2015,09:50 a. m.,10:20 a. m.,1,3,Sa,0,0, $61.00 
233.2.0211,Learn to Play Poker,Hip Hop Boogie,Fall 2015,Closed,Dance,Willow Glen Community Center,0,19/09/2015,24/10/2015,09:00 a. m.,09:45 a. m.,3,5,Sa,4.5,6, $84.00 
233.2.0212,Learning A Foreign Language,Hip Hop Boogie,Fall 2015,Cancelled,Dance,Willow Glen Community Center,1,07/11/2015,12/12/2015,09:00 a. m.,09:45 a. m.,3,5,Sa,0,0, $67.00 
233.2.0216,Learning An Instrument,Movement & Music,Fall 2015,Closed,Dance,Willow Glen Community Center,5,07/11/2015,12/12/2015,10:25 a. m.,10:55 a. m.,2,3,Sa,2.5,5, $61.00 
233.2.0209,Learning To Pilot A Plane,Pre-Ballet,Fall 2015,Cancelled,Dance,Willow Glen Community Center,0,19/09/2015,12/12/2015,09:50 a. m.,10:35 a. m.,3,5,Sa,0,0, $141.00 
233.2.0218,Leather crafting,Pre-Ballet,Fall 2015,Closed,Dance,Willow Glen Community Center,4,07/11/2015,12/12/2015,11:00 a. m.,11:45 a. m.,4,7,Sa,3.75,5, $67.00 
233.2.0217,Leathercrafting,Princess Pre-Ballet,Fall 2015,Cancelled,Dance,Willow Glen Community Center,0,19/09/2015,24/10/2015,11:00 a. m.,11:45 a. m.,4,5,Sa,0,0, $84.00 
233.2.0220,Lego building,Princess Pre-Ballet,Fall 2015,Cancelled,Dance,Willow Glen Community Center,0,16/09/2015,21/10/2015,05:00 p. m.,05:45 p. m.,3,5,W,0,0, $84.00 
233.2.0221,Legos,Princess Pre-Ballet,Fall 2015,Cancelled,Dance,Willow Glen Community Center,0,04/11/2015,04/11/2015,05:00 p. m.,05:45 p. m.,3,5,W,0.75,1, $67.00 
233.2.0210,Letterboxing,Tap/Ballet,Fall 2015,Cancelled,Dance,Willow Glen Community Center,0,19/09/2015,12/12/2015,10:40 a. m.,11:25 a. m.,4,6,Sa,0,0, $141.00 
233.2.0215,Listening to music,Tiny Tots Boogie,Fall 2015,Closed,Dance,Willow Glen Community Center,0,19/09/2015,24/10/2015,10:25 a. m.,10:55 a. m.,2,3,Sa,3,6, $77.00 
252.2.0400,Locksport,Amazing Animation!,Fall 2015,Cancelled,Education & Enrichment,Almaden Community Center,0,15/09/2015,03/11/2015,04:00 p. m.,05:00 p. m.,8,13,Tu,0,0, $101.00 
252.2.0401,Machining,App Development,Fall 2015,Closed,Education & Enrichment,Almaden Community Center,15,16/09/2015,04/11/2015,04:00 p. m.,05:00 p. m.,7,12,W,8,8, $101.00 
